orig_inp0;orig_inp1;orig_inp2;orig_inp3;orig_inp4;orig_inp5;orig_inp6;orig_inp7;orig_class;r0;r1;r2;r3;r4;r5;r6;r7;target_class;cost;iterations
-0.021025;-1.043187;0.300265;0.570702;-1.124416;-1.794718;0.569139;-0.361468;0.0;4.131738302774908;y;0.0;0.0;0.0;0.0;0.0;0.0;1;4.131738302774908;12
