inp_0,inp_1,inp_2,inp_3,inp_4,inp_5,inp_6,inp_7,inp_8,class
0.58583486,0.14374784,0.84800255,0.991586,1.6304733,-0.38016203,-1.5797497,-1.3370332,0.67436063,2
